SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosages Description,Use For,DAR
552,Bridge Pharmaceuticals Ltd.,Clormectin,Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,Veterinary,085-0039-077
553,Bridge Pharmaceuticals Ltd.,Proxacin,Ciprofloxacin,50 mg/ml,Injection,Veterinary,085-0036-077
554,Bridge Pharmaceuticals Ltd.,Bre-Cal Powder (Vet),Calcium Propionate + Cobalt Carbonate + DL-Methionine + Gentian + Pyridoxine Hydrochloride + Silicon Dioxide,500 gm + 100 mg + 40 gm + 80 gm + 380 mg + 12.5 gm/KG,Powder,Veterinary,085-0041-077
555,Bridge Pharmaceuticals Ltd.,Lecovet,Levofloxacin,10 gm/100 ml,Solution,Veterinary,085-0045-077
556,Bridge Pharmaceuticals Ltd.,Nitrovet Plus (Vet),Nitroxynil,34 gm/100 ml,Injection,Veterinary,085-0047-077
557,Bridge Pharmaceuticals Ltd.,Oxyconide Bolus (Vet),Oxyclozanide,1 gm,Bolus,Veterinary,085-0046-077
558,Bridge Pharmaceuticals Ltd.,Marboflox,Marbofloxacin,10 gm/100 ml,Injection,Veterinary,085-0052-077
559,Bridge Pharmaceuticals Ltd.,CTLIN Vet 20%,Chlortetracycline Hydrochloride,20 gm/100 gm,Powder,Veterinary,085-0059-077
560,Bridge Pharmaceuticals Ltd.,Paratin Injection (Vet),Ivermectin,1 gm/100 ml,Injection,Veterinary,085-0056-077
561,Bridge Pharmaceuticals Ltd.,Marboflox Bolus,Marbofloxacin,50 mg,Bolus,Veterinary,085-0058-077
562,Bridge Pharmaceuticals Ltd.,Linospin Injection (Vet) 100ml,Lincomycin + Spectinomycin,50 mg + 100 mg/ml,Injection,Veterinary,085-0057-077
563,Bridge Pharmaceuticals Ltd.,Neomycin Vet 50% Powder,Neomycin Sulphate,50 gm/100 gm,Powder,Veterinary,085-0060-077
564,Bridge Pharmaceuticals Ltd.,Neomycin Vet 70% Powder,Neomycin Sulphate,70 gm/100 gm,Powder,Veterinary,085-0061-077
565,Bridge Pharmaceuticals Ltd.,Noracin Vet 30%,Norfloxacine,300 mg/ml,Solution,Veterinary,085-0063-077
566,Bridge Pharmaceuticals Ltd.,Fenacid Injection (Vet),Tolfenamic Acid,4 gm/100 ml,Injection,Veterinary,085-0055-077
567,Bridge Pharmaceuticals Ltd.,Sobivet Super Injection (Vet),Sodium Bicarbonate,84 mg/ml,Injection,Veterinary,085-0065-077
568,Biopharma Ltd.,Biomycin (Vet),Oxytetracycline,20 gm/100 gm,Powder,Veterinary,064-0243-077
569,Biopharma Ltd.,Cipcin (Vet),Ciprofloxacin,10 gm/100 ml,Suspension,Veterinary,064-0244-077
570,Biopharma Ltd.,Biomycin,Oxytetracycline,500 mg,Bolus,Veterinary,064-0290-077
571,Biopharma Ltd.,Cipcin Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,064-0291-077
572,Biopharma Ltd.,Azole Vet,Albendazole,600 mg,Bolus,Veterinary,064-0292-077
573,Biopharma Ltd.,Leva Plus,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,064-0293-077
574,Biopharma Ltd.,Sufa,Streptomycin + Sulfadiazine + Sulfadimidine + Sulfapyridine,313 mg + 1.583 gm + 1.583 gm + 1.583 gm,Bolus,Veterinary,064-0295-077
575,Biopharma Ltd.,Aceta Vet,Paracetamol,2 gm,Bolus,Veterinary,064-0294-077
576,Biopharma Ltd.,Sufa-S,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,064-0296-077
577,Biopharma Ltd.,Tylost (Oral) Vet,Tylosin,20 gm/100 gm,Powder,Veterinary,064-0343-077
578,Biopharma Ltd.,Biotrim (Oral) Vet,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,Veterinary,064-0344-077
579,Biopharma Ltd.,Lifcin Vet,Levofloxacin,10 gm/100 gm,Oral Powder,Veterinary,064-0466-077
580,Biopharma Ltd.,Timosin (Vet),Tilmicosin,250 mg/ml,Oral Solution,Veterinary,064-0474-077
581,Biopharma Ltd.,Magnolax Emulsion,Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,Oral Emulsion,Veterinary,064-0555-077
582,Bengal Remedies Ltd.,Remegest Powder (Vet),Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,375-0001-077
583,Bengal Remedies Ltd.,Relaben Bolus (Vet),Albendazole,600 mg,Bolus,Veterinary,375-0002-077
584,Bengal Remedies Ltd.,Refenda Bolus (Vet),Fenbendazole,250 mg,Bolus,Veterinary,375-0003-077
585,Bengal Remedies Ltd.,Benaquin Oral Liquid (Vet),Flumequine,20 gm/100 ml,Solution,Veterinary,375-0004-077
586,Bengal Remedies Ltd.,Remsal Plus Bolus (Vet),Streptomycin + Sulfadiazine + Sulfadimidine + Sulfapyridine,313 mg + 1.583 gm + 1.583 gm + 1.583 gm,Bolus,Veterinary,375-0005-077
587,Bengal Remedies Ltd.,Remecox (Vet),Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,Veterinary,375-0006-077
588,Bengal Remedies Ltd.,Benaflox N (Vet),Norfloxacine,100 mg/ml,Solution,Veterinary,375-0007-077
589,Bengal Remedies Ltd.,Remeflox C (Vet),Ciprofloxacin,750 mg,Bolus,Veterinary,375-0008-077
590,Bengal Remedies Ltd.,Tclovet (Vet),Oxyclozanide + Tetramisole Hydrochloride,1.4 gm + 2 gm,Bolus,Veterinary,375-0009-077
591,Bengal Remedies Ltd.,Remotet DS (Vet),Oxytetracycline,1 gm,Bolus,Veterinary,375-0010-077
592,Bengal Remedies Ltd.,Remotet (Vet),Oxytetracycline,500 mg,Bolus,Veterinary,375-0011-077
593,Bengal Remedies Ltd.,Remetrim (Vet),Sulphamethoxazole + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,375-0012-077
594,Bengal Remedies Ltd.,Enrosol (Vet),Enrofloxacin,100 mg/ml,Solution,Veterinary,375-0013-077
595,Bengal Remedies Ltd.,Remevit ADE (Vet),Vitamin A + Vitamin D3 + Vitamin E,1 Lac IU + 20000 IU + 20 mg/ml,Liquid,Veterinary,375-0014-077
596,Bengal Remedies Ltd.,Benasol (Vet),Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,375-0015-077
597,Bengal Remedies Ltd.,Levatrim (Vet),Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,375-0016-077
598,Bengal Remedies Ltd.,Feramin (Vet),Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),9.1 mg + 50 mg + 20 mg + 100 mg + 25 mg,Bolus,Veterinary,375-0017-077
599,Bengal Remedies Ltd.,Remeneo (Vet),Neomycin Sulphate,70 gm/100 gm,Powder,Veterinary,375-0018-077
600,Bengal Remedies Ltd.,Bentedox (Vet),Doxycycline Hydrochloride + Tylosin Tartrate,250 mg + 200 mg/gm,Powder,Veterinary,375-0020-077
601,Bengal Remedies Ltd.,Remedy (Vet),Paracetamol,2 gm,Bolus,Veterinary,375-0021-077
602,Bengal Remedies Ltd.,Remenid (Vet),Metronidazole,2 gm,Bolus,Veterinary,375-0022-077
603,Bengal Remedies Ltd.,Camadex (Vet),Calcium Gluconate + Dextrose + Magnesium Hypophosphite,208 mg + 200 mg + 50 mg/ml,Injection,Veterinary,375-0023-077
604,Bengal Remedies Ltd.,Remedex (Vet),Dexamethasone,2 mg/ml,Injection,Veterinary,375-0024-077
605,Bengal Remedies Ltd.,Gonarelin (Vet),Gonadorelin,100 mcg/ml,Injection,Veterinary,375-0025-077
606,Bengal Remedies Ltd.,Remexon (Vet) 1 gm IM,Ceftriaxone,1 gm/vial,Injection,Veterinary,375-0026-077
607,Bengal Remedies Ltd.,Remexon (Vet) 2 gm IM,Ceftriaxone,2 gm/vial,Injection,Veterinary,375-0027-077
608,Bengal Remedies Ltd.,Procaben (Vet),Benzyl Penicillin + Procaine Penicillin,10 Lac IU + 30 Lac IU,Injection,Veterinary,375-0028-077
609,Bengal Remedies Ltd.,Remeflox C (Vet),Ciprofloxacin,50 mg/ml,Injection,Veterinary,375-0029-077
610,Bengal Remedies Ltd.,Intermectin (Vet),Ivermectin,10 mg/ml,Injection,Veterinary,375-0031-077
611,Bengal Remedies Ltd.,Regenta 10% (Vet),Gentamicin,100 mg/ml,Injection,Veterinary,375-0032-077
612,Bengal Remedies Ltd.,Regenta 5% (Vet),Gentamicin,50 mg/ml,Injection,Veterinary,375-0033-077
613,Bengal Remedies Ltd.,Bentronil (Vet),Nitroxynil,34 gm/100 ml,Injection,Veterinary,375-0034-077
614,Bengal Remedies Ltd.,Remefos (Vet),Toldimfos Sodium,2 gm,Tablet,Veterinary,375-0047-077
615,Bengal Remedies Ltd.,Bentil (Vet),Tilmicosin,250 mg/ml,Oral Solution,Veterinary,375-0046-077
616,Bengal Remedies Ltd.,Remeflox C (Vet),Ciprofloxacin,1 gm,Bolus,Veterinary,375-0045-077
617,Bengal Remedies Ltd.,Benagard (Vet),Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,375-0044-077
618,Bengal Remedies Ltd.,Phenbrox (Vet),Bromhexine Hydrochloride + Phenylbutazone,1 gm + 5 gm/100 ml,Oral Solution,Veterinary,375-0043-077
619,Bengal Remedies Ltd.,Remeprost (Vet),Cloprostenol,250 mcg/ml,Injection,Veterinary,375-0041-077
620,Bengal Remedies Ltd.,Flunixin (Vet),Flunixin,500 mg/10 ml,Injection,Veterinary,375-0040-077
621,Bengal Remedies Ltd.,Remefos Plus (Vet),Cyanocobalamin + Toldimfos Sodium,5 mg + 20 gm/100 ml,Injection,Veterinary,375-0039-077
622,Bengal Remedies Ltd.,Remevit Fort (Vet),Calcium d-Pantothenate + DL-Methionine + Inositol + Nicotinamide + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6,10 mg + 5 mg + 2 mg + 100 mg + 50 mg + 2 mcg + 5 mg + 5 mg/ml,Injection,Veterinary,375-0038-077
623,Bengal Remedies Ltd.,Remevit ADE (Vet),Vitamin A + Vitamin D3 + Vitamin E,500000 IU + 75000 IU + 50 mg/100 ml,Injection,Veterinary,375-0037-077
624,Bengal Remedies Ltd.,BENHISTA (VET),Pheniramine Maleate,22.75 mg/ml,Injection,Veterinary,375-0048-077
625,Biogen Pharmaceuticals Ltd.,Neomycin Fast Vet 70%,Neomycin Sulphate,70 gm/100 gm,Powder,Veterinary,139-0114-077
626,Biogen Pharmaceuticals Ltd.,Marbogen Vet,Marbofloxacin,50 mg,Bolus,Veterinary,139-0116-077
627,Biogen Pharmaceuticals Ltd.,Tylogen 20 Vet,Tylosin,20 gm/100 gm,Powder,Veterinary,139-0115-077
628,Biogen Pharmaceuticals Ltd.,Tri-Sulfagen Vet,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,139-0117-077
629,Biogen Pharmaceuticals Ltd.,Febenzol Vet,Fenbendazole,250 mg,Bolus,Veterinary,139-0118-077
630,Biogen Pharmaceuticals Ltd.,Piperzin Vet,Piperazine,100%,Powder,Veterinary,139-0119-077
631,Biogen Pharmaceuticals Ltd.,Paradil Plus Vet,Meloxicam + Paracetamol,100 mg + 1500 mg,Bolus,Veterinary,139-0120-077
632,Biogen Pharmaceuticals Ltd.,Paradil Vet,Paracetamol,2 gm,Bolus,Veterinary,139-0121-077
633,Biogen Pharmaceuticals Ltd.,Sulfa Fast Vet,Sulphadiazine + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,139-0122-077
634,Biogen Pharmaceuticals Ltd.,Ciprocare Vet 10%,Ciprofloxacin,10%,Powder,Veterinary,139-0123-077
635,Biogen Pharmaceuticals Ltd.,Oxytera Vet,Oxytetracycline,500 mg,Bolus,Veterinary,139-0124-077
636,Biogen Pharmaceuticals Ltd.,Doxymix Vet 10%,Doxycycline,100 mg/gm,Powder,Veterinary,139-0125-077
637,Biogen Pharmaceuticals Ltd.,Metrofast Vet,Metronidazole,2 gm,Bolus,Veterinary,139-0126-077
638,Biogen Pharmaceuticals Ltd.,Albengen 600 Vet,Albendazole,600 mg,Bolus,Veterinary,139-0127-077
639,Biogen Pharmaceuticals Ltd.,Prothazin Vet,Promethazine Hydrochloride,150 mg,Bolus,Veterinary,139-0128-077
640,Biogen Pharmaceuticals Ltd.,Two Dex Vet,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,139-0129-077
641,Biogen Pharmaceuticals Ltd.,Ribovin Plus Vet,Riboflavin + Vitamin B1,2 gm + 5 gm,Sachet,Veterinary,139-0130-077
642,Biogen Pharmaceuticals Ltd.,Zinc Sulphate 200 Vet,Zinc,200 mg,Bolus,Veterinary,139-0131-077
643,Biogen Pharmaceuticals Ltd.,Enoren DS Vet,Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),18.2 mg + 100 mg + 40 mcg + 200 mg + 50 mg,Bolus,Veterinary,139-0132-077
644,Biogen Pharmaceuticals Ltd.,Rumigen Vet,Antimony Potassium Tartrate + Ferrous Sulphate,2 gm + 2 gm,Bolus,Veterinary,139-0133-077
645,Biogen Pharmaceuticals Ltd.,Enbiocin 10%,Enrofloxacin,100 mg/ml,Solution,Veterinary,139-0135-077
646,Biogen Pharmaceuticals Ltd.,Calcigro Vet,Calcium Carbonate + Cyanocobalamin + Diabasic Calcium Phosphate + Magnesium + Vitamin D3,1.356 gm + 100 mg + 4.6 gm + 100 mg + 800 IU/100 ml,Oral Solution,Veterinary,139-0136-077
647,Biogen Pharmaceuticals Ltd.,Ciprocare 10% Vet,Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,139-0137-077
648,Biogen Pharmaceuticals Ltd.,Bio-3 Vet 30%,Sulfaclozine,30%,Powder,Veterinary,139-0139-077
649,Biogen Pharmaceuticals Ltd.,Sulfamidin Vet,Sulphadimidine,5 gm,Bolus,Veterinary,139-0140-077
650,Biogen Pharmaceuticals Ltd.,Biomectin Vet,Eprinomectin,75 mg/15 ml,Pour On (Solution),Veterinary,139-0141-077
651,Biogen Pharmaceuticals Ltd.,Florgenicol 20% Vet,Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,139-0142-077
652,Biogen Pharmaceuticals Ltd.,Eragen Plus Vet,Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg,Powder,Veterinary,139-0143-077
653,Kemiko Pharmaceuticals Ltd.,Kaben Vet,Albendazole,600 mg,Bolus,Veterinary,237-0229-077
654,Kemiko Pharmaceuticals Ltd.,Atopen Vet,Paracetamol,2 gm,Bolus,Veterinary,237-0230-077
655,Kemiko Pharmaceuticals Ltd.,Procin Vet,Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,237-0231-077
656,Kemiko Pharmaceuticals Ltd.,Kemimycin Vet,Oxytetracycline,500 mg,Bolus,Veterinary,237-0232-077
657,Kemiko Pharmaceuticals Ltd.,Kemectin Vet,Ivermectin,1 gm/100 gm,Solution,Veterinary,237-0257-077
658,Kemiko Pharmaceuticals Ltd.,Kemimycin Vet,Oxytetracycline,20 gm/100 gm,Powder,Veterinary,237-0256-077
659,Kemiko Pharmaceuticals Ltd.,Kemet Vet,Metronidazole,2 gm,Bolus,Veterinary,237-0267-077
660,Kemiko Pharmaceuticals Ltd.,Ketrim Vet,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,Veterinary,237-0266-077
661,Kemiko Pharmaceuticals Ltd.,Doxikem Vet,Doxycycline,100 mg/gm,Powder,Veterinary,237-0264-077
662,Kemiko Pharmaceuticals Ltd.,Erom Vet,Erythromycin,550 mg/gm,Powder,Veterinary,237-0263-077
663,Kemiko Pharmaceuticals Ltd.,Mycosef Vet,Tylosin,20 gm/100 gm,Powder,Veterinary,237-0262-077
664,Kemiko Pharmaceuticals Ltd.,Keminex Vet,Levamisole,30%,Powder,Veterinary,237-0261-077
665,Kemiko Pharmaceuticals Ltd.,Kamoxy Vet,Amoxicillin,30%,Powder,Veterinary,237-0260-077
666,Kemiko Pharmaceuticals Ltd.,Enron Vet,Enrofloxacin,100 mg/ml,Solution,Veterinary,237-0285-077
667,Kemiko Pharmaceuticals Ltd.,Ri-Cox Vet,Diaverdin + Nicotinamide + Sulphadimethoxine Sodium + Sulphadimidine + Vitamin K,3 gm + 3 gm + 2 gm + 20 gm + 2 gm/100 gm,Powder,Veterinary,237-0286-077
668,Kemiko Pharmaceuticals Ltd.,Norbac Vet,Norfloxacine,300 mg/ml,Solution,Veterinary,237-0287-077
669,Kemiko Pharmaceuticals Ltd.,Ktrim-S Vet,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,Veterinary,237-0288-077
670,Kemiko Pharmaceuticals Ltd.,Kvit-E-Sel Vet,Sodium Selenate + Vitamin E,50 mg + 10 gm/100 ml,Oral Solution,Veterinary,237-0289-077
671,Kemiko Pharmaceuticals Ltd.,Kemidin (Vet),Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,237-0297-077
672,Kemiko Pharmaceuticals Ltd.,Kamoxy 500,Amoxicillin,500 mg,Bolus,Veterinary,237-0298-077
673,Kemiko Pharmaceuticals Ltd.,Procin 750,Ciprofloxacin,750 mg,Bolus,Veterinary,237-0299-077
674,Kemiko Pharmaceuticals Ltd.,Promazin (Vet),Promethazine Hydrochloride,150 mg,Bolus,Veterinary,237-0300-077
675,Kemiko Pharmaceuticals Ltd.,Suldin (Vet),Sulphadimidine,5 gm,Bolus,Veterinary,237-0301-077
676,Kemiko Pharmaceuticals Ltd.,Anovet (Vet),Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),9.1 mg + 50 mg + 20 mg + 100 mg + 25 mg,Bolus,Veterinary,237-0302-077
677,Kemiko Pharmaceuticals Ltd.,Grow-Max,Toldimfos Sodium,2 gm,Tablet,Veterinary,237-0303-077
678,Kemiko Pharmaceuticals Ltd.,Coxi-Vet,Toltrazuril,5 gm/100 ml,Suspension,Veterinary,237-0331-077
679,Kemiko Pharmaceuticals Ltd.,Kaben Vet,Albendazole,10 gm/100 ml,Suspension,Veterinary,237-0332-077
680,Kemiko Pharmaceuticals Ltd.,Kemel Vet,Meloxicam,100 mg,Bolus,Veterinary,237-0333-077
681,Kemiko Pharmaceuticals Ltd.,Bacsil (Vet),Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg,Powder,Veterinary,237-0351-077
682,Kemiko Pharmaceuticals Ltd.,Kemidex (Vet),Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,237-0349-077
683,Kemiko Pharmaceuticals Ltd.,Stomacare (Vet),Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,237-0362-077
684,Kemiko Pharmaceuticals Ltd.,Kvit AD3E (Vet),Vitamin A + Vitamin D3 + Vitamin E,100 Lac IU + 20 Lac IU + 2 gm,Liquid,Veterinary,237-0363-077
685,Kemiko Pharmaceuticals Ltd.,Kemet (Vet),Metronidazole,30 gm/100 gm,Water Soluble Powder,Veterinary,237-0364-077
686,Kemiko Pharmaceuticals Ltd.,Momfin,Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,Oral Emulsion,Veterinary,237-0361-077
687,Chemist Laboratories Ltd.,Albencid,Albendazole,600 mg,Bolus,Veterinary,050-0134-077
688,Chemist Laboratories Ltd.,Amoxycil,Amoxicillin,500 mg,Bolus,Veterinary,050-0146-077
689,Chemist Laboratories Ltd.,Amoxycil 10%,Amoxicillin,10%,Powder,Veterinary,050-0133-077
690,Chemist Laboratories Ltd.,Bioclean,Benzalkonium Chloride,40 gm,Powder,Veterinary,050-0137-077
691,Chemist Laboratories Ltd.,Chemycin,Oxytetracycline,500 mg,Bolus,Veterinary,050-0130-077
692,Chemist Laboratories Ltd.,Chemycin 100,Lidocaine Hydrochloride + Oxytetracycline,2 gm + 10 gm/100 ml,Injection,Veterinary,050-0140-077
693,Chemist Laboratories Ltd.,Chemycin,Oxytetracycline,5 gm/100 ml,Injection,Veterinary,050-0145-077
694,Chemist Laboratories Ltd.,Chemycin DS,Oxytetracycline,1 gm,Bolus,Veterinary,050-0131-077
695,Chemist Laboratories Ltd.,Chemycin LA,Oxytetracycline,20 gm/100 ml,Injection,Veterinary,050-0141-077
696,Chemist Laboratories Ltd.,Dexaphos,Dexamethasone Sodium Phosphate,5 mg/ml,Injection,Veterinary,050-0125-072
697,Chemist Laboratories Ltd.,Gentasone,Gentamicin,50 mg/ml,Injection,Veterinary,050-0124-077
698,Chemist Laboratories Ltd.,Lipsol,Vitamin A + Vitamin D3 + Vitamin E,100 Lac IU + 20 Lac IU + 2 gm,Liquid,Veterinary,050-0142-077
699,Chemist Laboratories Ltd.,Mivit,Choline + Cobalt + Cyanocobalamin + Iron + Vitamin B1,9.1 mg + 50 mg + 20 mcg + 100 mg + 25 mg,Bolus,Veterinary,050-0143-077
700,Chemist Laboratories Ltd.,Negotox,Trichlorfon,100%,Powder,Veterinary,050-0136-077
701,Chemist Laboratories Ltd.,Orciflox 10%,Ciprofloxacin,10 gm,Solution,Veterinary,050-0132-077
702,Chemist Laboratories Ltd.,Trox,Oxyclozanide + Tetramisole Hydrochloride,1.4 gm + 2 gm,Bolus,Veterinary,050-0135-077
703,Chemist Laboratories Ltd.,Vita S,Cyanocobalamin + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E,50 mcg + 35 mg + 25 mg + 3 mg + 5 mg + 15 Lac IU + 10 mg + 1 Lac IU + 20 mg/100 ml,Injection,Veterinary,050-0168-077
704,Chemist Laboratories Ltd.,Histanol,Pheniramine Maleate,22.75 mg/ml,Injection,Veterinary,050-0169-077
705,Chemist Laboratories Ltd.,Promodin,Promethazine Hydrochloride,50 mg/2 ml,Injection,Veterinary,050-0170-021
706,Chemist Laboratories Ltd.,Niclosam,Niclosamide,1 gm,Bolus,Veterinary,050-0171-077
707,Chemist Laboratories Ltd.,Bioclean PLUS,Benzalkonium Chloride + Glutaraldehyde,100 mg + 150 mg/100 ml,Suspension,Veterinary,050-0172-077
708,Chemist Laboratories Ltd.,Levamisole PLUS,Levamisole + Oxyclozanide,15 mg + 30 mg/ml,Suspension,Veterinary,050-0173-077
709,Chemist Laboratories Ltd.,Tylochem,Tylosin,20 gm/100 ml,Injection,Veterinary,050-0174-077
710,Chemist Laboratories Ltd.,Ivertin,Ivermectin,10 mg/ml,Injection,Veterinary,050-0156-077
711,Chemist Laboratories Ltd.,Polydin,Povidone Iodine,6 gm/100 gm,Cream,Veterinary,050-0155-071
712,Chemist Laboratories Ltd.,Tylochem,Tylosin,20%,Sachet,Veterinary,050-0162-077
713,Chemist Laboratories Ltd.,Para-C,Paracetamol,2 gm,Bolus,Veterinary,050-0236-077
714,Chemist Laboratories Ltd.,Metagen,Toldimfos Sodium,200 mg/ml,Injection,Veterinary,050-0235-077
715,Chemist Laboratories Ltd.,Chemycin,Oxytetracycline,20%,Powder,Veterinary,050-0231-077
716,Chemist Laboratories Ltd.,Nitronil,Nitroxynil,25 gm/100 ml,Injection,Veterinary,050-0229-077
717,Chemist Laboratories Ltd.,Tiam Vet,Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,050-0254-077
718,Chemist Laboratories Ltd.,Nitronil 34% Vet,Nitroxynil,34 gm/100 ml,Injection,Veterinary,050-0250-077
719,Chemist Laboratories Ltd.,Niclosam Plus,Levamisole + Niclosamide,75 mg + 1 gm,Bolus,Veterinary,050-0255-077
720,Chemist Laboratories Ltd.,Butavet,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,Veterinary,050-0281-077
721,Chemist Laboratories Ltd.,CTC 200,Chlortetracycline Hydrochloride,20 gm/100 gm,Powder,Veterinary,050-0280-077
722,Chemist Laboratories Ltd.,Piperin-WS,Piperazine,100%,Powder,Veterinary,050-0275-077
723,Chemist Laboratories Ltd.,AD3ESOL Vet,Vitamin A + Vitamin D3 + Vitamin E,5 Lac IU + 75000 IU + 50 mg/ml,Injection,Veterinary,050-0289-077
724,Chemist Laboratories Ltd.,Orciflox Vet,Ciprofloxacin,750 mg,Bolus,Veterinary,050-0290-077
725,Chemist Laboratories Ltd.,Chemist Sodicarb Vet,Sodium Carbonate,4 gm/100 ml,Solution,Veterinary,050-0293-077
726,Chemist Laboratories Ltd.,Chem-Cal,Calcium Gluconate + Dextrose Anhydrous + Magnessium Chloride,25 gm + 5 gm + 3 gm/100 ml,IV Infusion,Veterinary,050-0294-077
727,Chemist Laboratories Ltd.,Metrodon,Metronidazole,2 gm,Bolus,Veterinary,050-0295-077
728,Chemist Laboratories Ltd.,M P (Vet),Meloxicam + Paracetamol,20 mg + 150 mg/ml,Injection,Veterinary,050-0298-077
729,Chemist Laboratories Ltd.,MP Bolus,Meloxicam,100 mg,Bolus,Veterinary,050-0306-077
730,Chemist Laboratories Ltd.,Ivertin Plus,Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,Veterinary,050-0305-077
731,Chemist Laboratories Ltd.,Supercef Injection (Vet),Cefquinome,2.5 gm/100 ml,Injection,Veterinary,050-0310-077
732,Chemist Laboratories Ltd.,Rumcure,Antimony Potassium Tartrate + Ferrous Sulphate,2 gm + 2 gm,Bolus,Veterinary,050-0321-077
733,Chemist Laboratories Ltd.,Gonavet,Gonadorelin,100 mcg/ml,Injection,Veterinary,050-0322-077
734,Chemist Laboratories Ltd.,Triolev,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,050-0219-077
735,Chemist Laboratories Ltd.,Germicin Oral Powder,Neomycin Sulphate,70 gm/100 gm,Powder,Veterinary,050-0339-077
736,Chemist Laboratories Ltd.,Fe-Vet,Fenbendazole,250 mg,Bolus,Veterinary,050-0340-077
737,Chemist Laboratories Ltd.,Hematin-S Vet,Cobalt + Copper + Cyanocobalamin + Iron + Zinc,10 mg + 20 mg + 10 mg + 50 mg + 20 mg/100 ml,Solution,Veterinary,050-0360-077
738,Chemist Laboratories Ltd.,Bloatnil Vet Suspension,Simethicone,1 gm/100 ml,Emulsion,Veterinary,050-0358-077
739,Chemist Laboratories Ltd.,Bloodin Vet,Iron (Iii) Hydroxide Dextran Complex,20 gm/100 ml,Injection,Veterinary,050-0359-077
740,Chemist Laboratories Ltd.,CHEMOFEN INJECTION,Tolfenamic Acid,4 gm/100 ml,Injection,Veterinary,050-0379-077
741,Chemist Laboratories Ltd.,GENTASON PLUS ORAL POWDER (VE),Gentamicin,20 gm/100 gm,Oral Powder,Veterinary,050-0381-077
742,Chemist Laboratories Ltd.,MARBOCHEM INJECTION (VET),Marbofloxacin,100 mg/ml,Injection,Veterinary,050-0380-077
743,Chemist Laboratories Ltd.,Metagen Bolus,Toldimfos Sodium,2 gm,Tablet,Veterinary,050-0382-077
744,Chemist Laboratories Ltd.,Gentasone Plus,Gentamicin,10 gm/100 ml,Injection,Veterinary,050-0398-077
745,Chemist Laboratories Ltd.,Marbochem Bolus (Vet),Marbofloxacin,50 mg,Bolus,Veterinary,050-0397-077
